key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	immortal	provided_bodyguard_unit	provided_banner	uniqueness_score	turns_before_swap_allowed	subcategory	randomly_dropped	can_be_stolen	can_be_destroyed	faction_set
wh2_dlc10_anc_mount_def_sorceress_death_dark_steed	wh2_main_anc_mount_dark_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_sorceress_death_1		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_beasts_black_dragon	wh2_main_anc_mount_black_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_5		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_beasts_cold_one	wh2_main_anc_mount_cold_one	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_2		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_beasts_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_3		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_beasts_dark_steed	wh2_main_anc_mount_dark_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_1		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_beasts_manticore	wh_main_anc_mount_manticore	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_4		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_dark_black_dragon	wh2_main_anc_mount_black_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_dark_5		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_dark_cold_one	wh2_main_anc_mount_cold_one	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_dark_2		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_dark_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_dark_3		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_dark_dark_steed	wh2_main_anc_mount_dark_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_dark_1		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_dark_manticore	wh_main_anc_mount_manticore	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_dark_4		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_death_black_dragon	wh2_main_anc_mount_black_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_death_5		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_death_cold_one	wh2_main_anc_mount_cold_one	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_death_2		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_death_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_death_3		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_death_dark_steed	wh2_main_anc_mount_dark_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_death_1		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_death_manticore	wh_main_anc_mount_manticore	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_death_4		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_fire_black_dragon	wh2_main_anc_mount_black_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_fire_5		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_fire_cold_one	wh2_main_anc_mount_cold_one	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_fire_2		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_fire_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_fire_3		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_fire_dark_steed	wh2_main_anc_mount_dark_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_fire_1		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_fire_manticore	wh_main_anc_mount_manticore	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_fire_4		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_shadow_black_dragon	wh2_main_anc_mount_black_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_5		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_shadow_cold_one	wh2_main_anc_mount_cold_one	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_2		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_shadow_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_3		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_shadow_dark_steed	wh2_main_anc_mount_dark_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_1		1	0		false	false	true	all
wh2_dlc10_anc_mount_def_supreme_sorceress_shadow_manticore	wh_main_anc_mount_manticore	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_4		1	0		false	false	true	all
wh2_dlc10_anc_mount_hef_alarielle_barded_ithilmar_steed	wh2_main_anc_mount_barded_ithilmar_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_alarielle_the_radiant_2		1	0		false	false	true	all
wh2_dlc10_anc_mount_hef_alarielle_elven_steed	wh2_main_anc_mount_elven_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_alarielle_the_radiant_1		1	0		false	false	true	all
wh2_dlc10_anc_mount_hef_alarielle_great_eagle	wh_dlc05_anc_mount_wef_great_eagle	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_alarielle_the_radiant_3		1	0		false	false	true	all
wh2_dlc10_anc_mount_hef_handmaiden_barded_ithilmar_steed	wh2_main_anc_mount_barded_ithilmar_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_handmaiden_2		1	0		false	false	true	all
wh2_dlc10_anc_mount_hef_handmaiden_elven_steed	wh2_main_anc_mount_elven_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_handmaiden_1		1	0		false	false	true	all
wh2_dlc10_anc_mount_hef_mage_heavens_elven_steed	wh2_main_anc_mount_barded_ithilmar_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_mage_heavens_1		1	0		false	false	true	all
wh2_dlc10_anc_mount_hef_mage_heavens_ithilmar_chariot	wh2_main_anc_mount_ithilmar_chariot	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_mage_heavens_2		1	0		false	false	true	all
wh2_dlc10_anc_mount_hef_mage_shadows_elven_steed	wh2_main_anc_mount_barded_ithilmar_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_mage_shadows_1		1	0		false	false	true	all
wh2_dlc10_anc_mount_hef_mage_shadows_ithilmar_chariot	wh2_main_anc_mount_ithilmar_chariot	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_mage_shadows_2		1	0		false	false	true	all
wh2_dlc11_anc_mount_brt_damned_paladin_barded_warhorse	wh_main_anc_mount_barded_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_damned_paladin_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_admiral_tech_01_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_admiral_tech_02_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_admiral_tech_03_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_admiral_tech_04_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_aranessa_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_aranessa_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_count_noctilus_necrofex_colossus	wh2_dlc11_anc_mount_necrofex_colossus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_inf_count_noctilus_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_cylostra_rotting_leviathon	wh2_dlc11_anc_mount_rotting_leviathon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_cylostra_direfin_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_fleet_admiral_death_fem_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_fleet_admiral_death_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_fleet_admiral_deep_fem_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_fleet_admiral_deep_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_fleet_admiral_fem_vampires_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_fleet_admiral_vampires_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_fleet_captain_death_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_captain_death_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_fleet_captain_deep_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_fleet_captain_vampires_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_captain_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_gunnery_wight_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_gunnery_wight_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_cst_luthor_harkon_terrorgheist	wh_dlc04_anc_mount_terrorgheist	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_luthor_harkon_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_def_lokhir_fellheart_black_dragon	wh2_main_anc_mount_black_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_def_cha_lokhir_fellheart_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_emp_boris_todbringer_imperial_griffon	wh_main_anc_mount_imperial_griffon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_dlc03_emp_cha_boris_todbringer_3		1	0		false	false	true	all
wh2_dlc11_anc_mount_emp_boris_todbringer_imperial_pegasus	wh_main_anc_mount_imperial_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_dlc03_emp_cha_boris_todbringer_2		1	0		false	false	true	all
wh2_dlc11_anc_mount_vmp_bloodline_blood_dragon_barded_nightmare	wh_main_anc_mount_barded_nightmare	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_vmp_bloodline_blood_dragon_hellsteed	wh_main_anc_mount_hellsteed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2		1	0		false	false	true	all
wh2_dlc11_anc_mount_vmp_bloodline_blood_dragon_zombie_dragon	wh_main_anc_mount_zombie_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3		1	0		false	false	true	all
wh2_dlc11_anc_mount_vmp_bloodline_lahmian_barded_nightmare	wh_main_anc_mount_barded_nightmare	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_vmp_bloodline_lahmian_hellsteed	wh_main_anc_mount_hellsteed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2		1	0		false	false	true	all
wh2_dlc11_anc_mount_vmp_bloodline_lahmian_zombie_dragon	wh_main_anc_mount_zombie_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3		1	0		false	false	true	all
wh2_dlc11_anc_mount_vmp_bloodline_necrarch_barded_nightmare	wh_main_anc_mount_barded_nightmare	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_vmp_bloodline_necrarch_hellsteed	wh_main_anc_mount_hellsteed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_2		1	0		false	false	true	all
wh2_dlc11_anc_mount_vmp_bloodline_necrarch_zombie_dragon	wh_main_anc_mount_zombie_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_3		1	0		false	false	true	all
wh2_dlc11_anc_mount_vmp_bloodline_strigoi_terrorgheist	wh_dlc04_anc_mount_terrorgheist	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_vmp_bloodline_von_carstein_barded_nightmare	wh_main_anc_mount_barded_nightmare	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_1		1	0		false	false	true	all
wh2_dlc11_anc_mount_vmp_bloodline_von_carstein_hellsteed	wh_main_anc_mount_hellsteed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_2		1	0		false	false	true	all
wh2_dlc11_anc_mount_vmp_bloodline_von_carstein_zombie_dragon	wh_main_anc_mount_zombie_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_3		1	0		false	false	true	all
wh2_dlc11_anc_mount_vmp_kemmler_barded_nightmare	wh_main_anc_mount_barded_nightmare	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_heinrich_kemmler_1		1	0		false	false	true	all
wh2_dlc12_anc_mount_lzd_red_crested_skink_chief_ancient_stegadon	wh2_main_anc_mount_ancient_stegadon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc12_lzd_cha_skink_chief_red_crested_3		1	0		false	false	true	all
wh2_dlc12_anc_mount_lzd_red_crested_skink_chief_horned_one	wh2_dlc12_anc_mount_horned_one	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc12_lzd_cha_skink_chief_red_crested_1		1	0		false	false	true	all
wh2_dlc12_anc_mount_lzd_red_crested_skink_chief_ripperdactyl	wh2_dlc12_anc_mount_ripperdactyl	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc12_lzd_cha_skink_chief_red_crested_2		1	0		false	false	true	all
wh2_dlc12_anc_mount_lzd_skink_priest_beasts_ancient_stegadon_engine_gods	wh2_dlc12_anc_mount_ancient_stegadon_engine_gods	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc12_lzd_cha_skink_priest_beasts_4		1	0		false	false	true	all
wh2_dlc12_anc_mount_lzd_skink_priest_heavens_ancient_stegadon_engine_gods	wh2_dlc12_anc_mount_ancient_stegadon_engine_gods	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc12_lzd_cha_skink_priest_heavens_4		1	0		false	false	true	all
wh2_dlc12_anc_mount_lzd_tehenhauin_ancient_stegadon_engine_gods	wh2_dlc12_anc_mount_ancient_stegadon_engine_gods	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc12_lzd_cha_tehenhauin_3		1	0		false	false	true	all
