key	text	tooltip
checkbox_toggle_hero_selected_hover_wh2_main_lzd_lizardmen	Hero selected for Execution.	true
checkbox_toggle_lord_disabled_wh2_main_lzd_lizardmen	This Lord can't be executed.	true
checkbox_toggle_hero_disabled_wh2_main_lzd_lizardmen	This Hero can't be executed.	true
cross_trash_button_hover_wh2_main_lzd_lizardmen	Cancel.	true
trash_bin_button_disabled_wh2_main_skv_skaven	No Lords or Heroes selected for execution.	true
trash_bin_button_hover_1_wh2_main_skv_skaven	Are you sure you want to execute all (	true
trash_bin_button_hover_2_wh2_main_skv_skaven	) selected Lords/Heroes?	true
check_trash_button_hover_1_wh2_main_skv_skaven	Execute all (	true
check_trash_button_hover_2_wh2_main_skv_skaven	) selected Lords/Heroes!	true
check_trash_button_disabled_wh2_main_skv_skaven	No Lords or Heroes selected.	true
checkbox_toggle_lord_hover_wh2_main_skv_skaven	Select Lord for Execution.	true
checkbox_toggle_lord_selected_hover_wh2_main_skv_skaven	Lord selected for Execution.	true
checkbox_toggle_hero_hover_wh2_main_skv_skaven	Select Hero for Execution.	true
checkbox_toggle_hero_selected_hover_wh2_main_skv_skaven	Hero selected for Execution.	true
checkbox_toggle_lord_disabled_wh2_main_skv_skaven	This Lord can't be executed.	true
checkbox_toggle_hero_disabled_wh2_main_skv_skaven	This Hero can't be executed.	true
cross_trash_button_hover_wh2_main_skv_skaven	Cancel.	true
