key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	immortal	provided_bodyguard_unit	provided_banner	uniqueness_score	turns_before_swap_allowed	subcategory	randomly_dropped	can_be_stolen	can_be_destroyed	faction_set
wh2_dlc10_anc_mount_def_sorceress_beasts_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_sorceress_beasts_3		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_sorceress_beasts_dark_steed	wh2_main_anc_mount_dark_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_sorceress_beasts_1		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_sorceress_death_cold_one	wh2_main_anc_mount_cold_one	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_sorceress_death_2		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_sorceress_death_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_sorceress_death_3		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_sorceress_death_dark_steed	wh2_main_anc_mount_dark_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_sorceress_death_1		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_beasts_black_dragon	wh2_main_anc_mount_black_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_5		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_beasts_cold_one	wh2_main_anc_mount_cold_one	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_2		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_beasts_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_3		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_beasts_dark_steed	wh2_main_anc_mount_dark_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_1		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_beasts_manticore	wh_main_anc_mount_manticore	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_4		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_dark_black_dragon	wh2_main_anc_mount_black_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_dark_5		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_dark_cold_one	wh2_main_anc_mount_cold_one	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_dark_2		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_dark_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_dark_3		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_dark_dark_steed	wh2_main_anc_mount_dark_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_dark_1		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_dark_manticore	wh_main_anc_mount_manticore	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_dark_4		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_death_black_dragon	wh2_main_anc_mount_black_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_death_5		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_death_cold_one	wh2_main_anc_mount_cold_one	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_death_2		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_death_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_death_3		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_death_dark_steed	wh2_main_anc_mount_dark_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_death_1		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_death_manticore	wh_main_anc_mount_manticore	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_death_4		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_fire_black_dragon	wh2_main_anc_mount_black_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_fire_5		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_fire_cold_one	wh2_main_anc_mount_cold_one	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_fire_2		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_fire_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_fire_3		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_fire_dark_steed	wh2_main_anc_mount_dark_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_fire_1		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_fire_manticore	wh_main_anc_mount_manticore	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_fire_4		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_shadow_black_dragon	wh2_main_anc_mount_black_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_5		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_shadow_cold_one	wh2_main_anc_mount_cold_one	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_2		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_shadow_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_3		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_shadow_dark_steed	wh2_main_anc_mount_dark_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_1		1	0		false	false	false	all
wh2_dlc10_anc_mount_def_supreme_sorceress_shadow_manticore	wh_main_anc_mount_manticore	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_4		1	0		false	false	false	all
wh2_dlc10_anc_mount_hef_alarielle_barded_ithilmar_steed	wh2_main_anc_mount_barded_ithilmar_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_alarielle_the_radiant_2		1	0		false	false	false	all
wh2_dlc10_anc_mount_hef_alarielle_elven_steed	wh2_main_anc_mount_elven_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_alarielle_the_radiant_1		1	0		false	false	false	all
wh2_dlc10_anc_mount_hef_alarielle_great_eagle	wh_dlc05_anc_mount_wef_great_eagle	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_alarielle_the_radiant_3		1	0		false	false	false	all
wh2_dlc10_anc_mount_hef_handmaiden_barded_ithilmar_steed	wh2_main_anc_mount_barded_ithilmar_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_handmaiden_2		1	0		false	false	false	all
wh2_dlc10_anc_mount_hef_mage_heavens_elven_steed	wh2_main_anc_mount_barded_ithilmar_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_mage_heavens_1		1	0		false	false	false	all
wh2_dlc10_anc_mount_hef_mage_heavens_ithilmar_chariot	wh2_main_anc_mount_ithilmar_chariot	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_mage_heavens_2		1	0		false	false	false	all
wh2_dlc10_anc_mount_hef_mage_shadows_elven_steed	wh2_main_anc_mount_barded_ithilmar_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_mage_shadows_1		1	0		false	false	false	all
wh2_dlc10_anc_mount_hef_mage_shadows_ithilmar_chariot	wh2_main_anc_mount_ithilmar_chariot	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc10_hef_cha_mage_shadows_2		1	0		false	false	false	all
wh2_dlc10_anc_talisman_amulet_of_dark_fire	wh_main_anc_talisman	.	false	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc10_anc_talisman_carnosaur_skull	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc10_anc_talisman_hydra_head	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc10_anc_talisman_shieldstone_of_isha	wh_main_anc_talisman	.	false	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc10_anc_weapon_deathsword_and_the_cursed_blade	wh_main_anc_weapon	.	false	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc10_anc_weapon_moonbow	wh_main_anc_weapon	.	false	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc10_anc_weapon_warptech_arsenal	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc10_dwf_anc_armour_alriks_armour	wh_main_anc_armour	.	true	false	false	1	1700	1900			false	false	false	armour	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc10_dwf_anc_armour_starmetal_plate	wh_main_anc_armour	.	true	false	false	1	1700	1900			false	false	false	armour	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc10_dwf_anc_enchanted_item_horn_of_the_ancestors	wh_main_anc_enchanted_item	.	true	false	false	1	1700	1900			false	false	false	enchanted_item	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc10_dwf_anc_enchanted_item_sceptre_of_stone	wh_main_anc_enchanted_item	.	true	false	false	1	1700	1900			false	false	false	enchanted_item	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc10_dwf_anc_talisman_ring_of_grimnir	wh_main_anc_talisman	.	true	false	false	1	1700	1900			false	false	false	talisman	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc10_dwf_anc_talisman_the_ankor_chain	wh_main_anc_talisman	.	true	false	false	1	1700	1900			false	false	false	talisman	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc10_dwf_anc_talisman_the_ankor_chain_caravan	wh_main_anc_talisman	.	true	false	false	1	1700	1900			false	false	false	talisman	1	1	50	75	true			200	0		false	false	false	all
wh2_dlc10_dwf_anc_weapon_elfbane	wh_main_anc_weapon	.	true	false	false	1	1700	1900			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc10_dwf_anc_weapon_starbreaker	wh_main_anc_weapon	.	true	false	false	1	1700	1900			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc11_anc_arcane_item_the_bordeleaux_flabellum	wh_main_anc_arcane_item	.	false	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc11_anc_enchanted_item_captain_roths_moondial	wh_main_anc_enchanted_item	.	false	false	false	1	0	9999			true	false	false	enchanted_item	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc11_anc_enchanted_item_slann_gold	wh_main_anc_enchanted_item	.	false	false	false	1	0	9999			true	false	false	enchanted_item	16	30	30	50	true			200	0		false	false	false	all
wh2_dlc11_anc_follower_captain_drekla	wh2_dlc11_anc_follower_captain_drekla	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			1	0	follower	false	false	false	all
wh2_dlc11_anc_follower_cst_carpenter	wh2_dlc11_anc_follower_sailor_man	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			1	0	follower	false	false	false	all
wh2_dlc11_anc_follower_cst_first_mate	wh2_dlc11_anc_follower_sailor_man	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			1	0	follower	false	false	false	all
wh2_dlc11_anc_follower_cst_master_gunner	wh2_dlc11_anc_follower_sailor_man	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			1	0	follower	false	false	false	all
wh2_dlc11_anc_follower_cst_powder_monkey	wh2_dlc11_anc_follower_sailor_man	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			1	0	follower	false	false	false	all
wh2_dlc11_anc_follower_cst_quartermaster	wh2_dlc11_anc_follower_sailor_man	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			1	0	follower	false	false	false	all
wh2_dlc11_anc_follower_cst_sea_artist	wh2_dlc11_anc_follower_sailor_man	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			1	0	follower	false	false	false	all
wh2_dlc11_anc_follower_vmp_the_ravenous_dead	wh2_dlc11_anc_follower_ravenous_dead	.	false	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			1	0	follower	false	false	false	all
wh2_dlc11_anc_magic_standard_skull_and_crossbones	wh2_dlc11_anc_magic_standard_skull_and_crossbones	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		wh2_dlc11_banner_magic_standard_skull_and_crossbones	1	0	banner	false	false	false	all
wh2_dlc11_anc_magic_standard_spell_of_the_necromancers_apprentice	wh2_dlc11_anc_magic_standard_spell_of_the_necromancers_apprentice	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		wh2_dlc11_banner_magic_standard_spell_of_the_necromancers_apprentice	5	0	banner	false	false	false	all
wh2_dlc11_anc_magic_standard_throwing_bombs	wh2_dlc11_anc_magic_standard_throwing_bombs	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		wh2_dlc11_banner_magic_standard_throwing_bombs	1	0	banner	false	false	false	all
wh2_dlc11_anc_mount_brt_damned_paladin_barded_warhorse	wh_main_anc_mount_barded_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_damned_paladin_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_admiral_tech_01_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_admiral_tech_02_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_admiral_tech_03_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_admiral_tech_04_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_aranessa_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_aranessa_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_count_noctilus_necrofex_colossus	wh2_dlc11_anc_mount_necrofex_colossus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_inf_count_noctilus_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_cylostra_rotting_leviathon	wh2_dlc11_anc_mount_rotting_leviathon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_cylostra_direfin_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_fleet_admiral_death_fem_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_fleet_admiral_death_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_fleet_admiral_deep_fem_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_fleet_admiral_deep_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_fleet_admiral_fem_vampires_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_fleet_admiral_vampires_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_admiral_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_fleet_captain_death_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_captain_death_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_fleet_captain_deep_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_fleet_captain_vampires_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_vampire_fleet_captain_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_gunnery_wight_rotting_promethean	wh2_dlc11_anc_mount_rotting_promethean	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_gunnery_wight_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_cst_luthor_harkon_terrorgheist	wh_dlc04_anc_mount_terrorgheist	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_cst_cha_luthor_harkon_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_def_lokhir_fellheart_black_dragon	wh2_main_anc_mount_black_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_def_cha_lokhir_fellheart_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_emp_boris_todbringer_imperial_griffon	wh_main_anc_mount_imperial_griffon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_dlc03_emp_cha_boris_todbringer_3		1	0		false	false	false	all
wh2_dlc11_anc_mount_emp_boris_todbringer_imperial_pegasus	wh_main_anc_mount_imperial_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_dlc03_emp_cha_boris_todbringer_2		1	0		false	false	false	all
wh2_dlc11_anc_mount_vmp_bloodline_blood_dragon_barded_nightmare	wh_main_anc_mount_barded_nightmare	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1		1	0		false	false	false	all
wh2_dlc11_anc_mount_vmp_bloodline_blood_dragon_hellsteed	wh_main_anc_mount_hellsteed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2		1	0		false	false	false	all
wh2_dlc11_anc_mount_vmp_bloodline_blood_dragon_zombie_dragon	wh_main_anc_mount_zombie_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3		1	0		false	false	false	all
