key	generate	localised_description	localised_title	ui_image	prioritized	event_category	sound_popup_override	sound_click_override	override_icon	is_large_dilemma
sm0_rd_wh3_main_sc_kho_khorne_2	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ksl_kislev_2	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_nur_nurgle_2	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_2	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_sla_slaanesh_2	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_tze_tzeentch_2	false			defeat	true	Event				false
sm0_rd_wh_dlc03_sc_bst_beastmen_2	false			land_defeat	true	Event				false
sm0_rd_wh_dlc05_sc_wef_wood_elves_2	false			land_defeat	true	Event				false
sm0_rd_wh_dlc08_sc_nor_norsca_2	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_brt_bretonnia_2	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_chs_chaos_2	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_dwf_dwarfs_2	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_emp_empire_2	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_greenskins_2	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_savage_orcs_2	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_teb_teb_2	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_vmp_vampire_counts_2	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_3	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc11_sc_cst_vampire_coast_3	false			land_defeat	true	Event				false
sm0_rd_wh2_main_rogue_3	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_rogue_chaos_3	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_sc_def_dark_elves_3	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_hef_high_elves_3	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_lzd_lizardmen_3	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_skv_skaven_3	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_cth_cathay_3	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_dae_daemons_3	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_kho_khorne_3	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ksl_kislev_3	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_nur_nurgle_3	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_3	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_sla_slaanesh_3	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_tze_tzeentch_3	false			defeat	true	Event				false
sm0_rd_wh_dlc03_sc_bst_beastmen_3	false			land_defeat	true	Event				false
sm0_rd_wh_dlc05_sc_wef_wood_elves_3	false			land_defeat	true	Event				false
sm0_rd_wh_dlc08_sc_nor_norsca_3	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_brt_bretonnia_3	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_chs_chaos_3	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_dwf_dwarfs_3	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_emp_empire_3	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_greenskins_3	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_savage_orcs_3	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_teb_teb_3	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_vmp_vampire_counts_3	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_4	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc11_sc_cst_vampire_coast_4	false			land_defeat	true	Event				false
sm0_rd_wh2_main_rogue_4	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_rogue_chaos_4	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_sc_def_dark_elves_4	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_hef_high_elves_4	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_lzd_lizardmen_4	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_skv_skaven_4	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_cth_cathay_4	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_dae_daemons_4	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_kho_khorne_4	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ksl_kislev_4	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_nur_nurgle_4	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_4	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_sla_slaanesh_4	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_tze_tzeentch_4	false			defeat	true	Event				false
sm0_rd_wh_dlc03_sc_bst_beastmen_4	false			land_defeat	true	Event				false
sm0_rd_wh_dlc05_sc_wef_wood_elves_4	false			land_defeat	true	Event				false
sm0_rd_wh_dlc08_sc_nor_norsca_4	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_brt_bretonnia_4	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_chs_chaos_4	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_dwf_dwarfs_4	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_emp_empire_4	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_greenskins_4	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_savage_orcs_4	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_teb_teb_4	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_vmp_vampire_counts_4	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_5	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc11_sc_cst_vampire_coast_5	false			land_defeat	true	Event				false
sm0_rd_wh2_main_rogue_5	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_rogue_chaos_5	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_sc_def_dark_elves_5	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_hef_high_elves_5	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_lzd_lizardmen_5	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_skv_skaven_5	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_cth_cathay_5	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_dae_daemons_5	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_kho_khorne_5	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ksl_kislev_5	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_nur_nurgle_5	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_5	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_sla_slaanesh_5	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_tze_tzeentch_5	false			defeat	true	Event				false
sm0_rd_wh_dlc03_sc_bst_beastmen_5	false			land_defeat	true	Event				false
sm0_rd_wh_dlc05_sc_wef_wood_elves_5	false			land_defeat	true	Event				false
sm0_rd_wh_dlc08_sc_nor_norsca_5	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_brt_bretonnia_5	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_chs_chaos_5	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_dwf_dwarfs_5	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_emp_empire_5	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_greenskins_5	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_savage_orcs_5	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_teb_teb_5	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_vmp_vampire_counts_5	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_6	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc11_sc_cst_vampire_coast_6	false			land_defeat	true	Event				false
sm0_rd_wh2_main_rogue_6	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_rogue_chaos_6	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_sc_def_dark_elves_6	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_hef_high_elves_6	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_lzd_lizardmen_6	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_skv_skaven_6	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_cth_cathay_6	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_dae_daemons_6	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_kho_khorne_6	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ksl_kislev_6	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_nur_nurgle_6	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_6	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_sla_slaanesh_6	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_tze_tzeentch_6	false			defeat	true	Event				false
sm0_rd_wh_dlc03_sc_bst_beastmen_6	false			land_defeat	true	Event				false
sm0_rd_wh_dlc05_sc_wef_wood_elves_6	false			land_defeat	true	Event				false
sm0_rd_wh_dlc08_sc_nor_norsca_6	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_brt_bretonnia_6	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_chs_chaos_6	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_dwf_dwarfs_6	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_emp_empire_6	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_greenskins_6	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_savage_orcs_6	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_teb_teb_6	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_vmp_vampire_counts_6	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_7	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc11_sc_cst_vampire_coast_7	false			land_defeat	true	Event				false
sm0_rd_wh2_main_rogue_7	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_rogue_chaos_7	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_sc_def_dark_elves_7	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_hef_high_elves_7	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_lzd_lizardmen_7	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_skv_skaven_7	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_cth_cathay_7	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_dae_daemons_7	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_kho_khorne_7	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ksl_kislev_7	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_nur_nurgle_7	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_7	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_sla_slaanesh_7	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_tze_tzeentch_7	false			defeat	true	Event				false
sm0_rd_wh_dlc03_sc_bst_beastmen_7	false			land_defeat	true	Event				false
sm0_rd_wh_dlc05_sc_wef_wood_elves_7	false			land_defeat	true	Event				false
sm0_rd_wh_dlc08_sc_nor_norsca_7	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_brt_bretonnia_7	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_chs_chaos_7	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_dwf_dwarfs_7	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_emp_empire_7	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_greenskins_7	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_savage_orcs_7	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_teb_teb_7	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_vmp_vampire_counts_7	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_8	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc11_sc_cst_vampire_coast_8	false			land_defeat	true	Event				false
sm0_rd_wh2_main_rogue_8	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_rogue_chaos_8	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_sc_def_dark_elves_8	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_hef_high_elves_8	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_lzd_lizardmen_8	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_skv_skaven_8	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_cth_cathay_8	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_dae_daemons_8	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_kho_khorne_8	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ksl_kislev_8	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_nur_nurgle_8	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_8	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_sla_slaanesh_8	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_tze_tzeentch_8	false			defeat	true	Event				false
sm0_rd_wh_dlc03_sc_bst_beastmen_8	false			land_defeat	true	Event				false
sm0_rd_wh_dlc05_sc_wef_wood_elves_8	false			land_defeat	true	Event				false
sm0_rd_wh_dlc08_sc_nor_norsca_8	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_brt_bretonnia_8	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_chs_chaos_8	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_dwf_dwarfs_8	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_emp_empire_8	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_greenskins_8	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_savage_orcs_8	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_teb_teb_8	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_vmp_vampire_counts_8	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_9	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc11_sc_cst_vampire_coast_9	false			land_defeat	true	Event				false
sm0_rd_wh2_main_rogue_9	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_rogue_chaos_9	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_sc_def_dark_elves_9	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_hef_high_elves_9	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_lzd_lizardmen_9	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_skv_skaven_9	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_cth_cathay_9	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_dae_daemons_9	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_kho_khorne_9	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ksl_kislev_9	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_nur_nurgle_9	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_9	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_sla_slaanesh_9	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_tze_tzeentch_9	false			defeat	true	Event				false
sm0_rd_wh_dlc03_sc_bst_beastmen_9	false			land_defeat	true	Event				false
sm0_rd_wh_dlc05_sc_wef_wood_elves_9	false			land_defeat	true	Event				false
sm0_rd_wh_dlc08_sc_nor_norsca_9	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_brt_bretonnia_9	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_chs_chaos_9	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_dwf_dwarfs_9	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_emp_empire_9	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_greenskins_9	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_savage_orcs_9	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_teb_teb_9	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_vmp_vampire_counts_9	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_10	false			land_defeat	true	Event				false
sm0_rd_wh2_dlc11_sc_cst_vampire_coast_10	false			land_defeat	true	Event				false
sm0_rd_wh2_main_rogue_10	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_rogue_chaos_10	false			all/wh2_rogue_army_encountered	true	Event				false
sm0_rd_wh2_main_sc_def_dark_elves_10	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_hef_high_elves_10	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_lzd_lizardmen_10	false			land_defeat	true	Event				false
sm0_rd_wh2_main_sc_skv_skaven_10	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_cth_cathay_10	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_dae_daemons_10	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_kho_khorne_10	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ksl_kislev_10	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_nur_nurgle_10	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_10	false			land_defeat	true	Event				false
sm0_rd_wh3_main_sc_sla_slaanesh_10	false			defeat	true	Event				false
sm0_rd_wh3_main_sc_tze_tzeentch_10	false			defeat	true	Event				false
sm0_rd_wh_dlc03_sc_bst_beastmen_10	false			land_defeat	true	Event				false
sm0_rd_wh_dlc05_sc_wef_wood_elves_10	false			land_defeat	true	Event				false
sm0_rd_wh_dlc08_sc_nor_norsca_10	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_brt_bretonnia_10	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_chs_chaos_10	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_dwf_dwarfs_10	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_emp_empire_10	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_greenskins_10	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_grn_savage_orcs_10	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_teb_teb_10	false			land_defeat	true	Event				false
sm0_rd_wh_main_sc_vmp_vampire_counts_10	false			land_defeat	true	Event				false
sm0_rd_mixer_teb_southern_realms_1	false			land_defeat	true	Event				false
sm0_rd_mixer_teb_southern_realms_2	false			land_defeat	true	Event				false
sm0_rd_mixer_teb_southern_realms_3	false			land_defeat	true	Event				false
sm0_rd_mixer_teb_southern_realms_4	false			land_defeat	true	Event				false
sm0_rd_mixer_teb_southern_realms_5	false			land_defeat	true	Event				false
sm0_rd_mixer_teb_southern_realms_6	false			land_defeat	true	Event				false
sm0_rd_mixer_teb_southern_realms_7	false			land_defeat	true	Event				false
sm0_rd_mixer_teb_southern_realms_8	false			land_defeat	true	Event				false
sm0_rd_mixer_teb_southern_realms_9	false			land_defeat	true	Event				false
sm0_rd_mixer_teb_southern_realms_10	false			land_defeat	true	Event				false
sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_1	false			land_defeat	true	Event				false
sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_2	false			land_defeat	true	Event				false
sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_3	false			land_defeat	true	Event				false
sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_4	false			land_defeat	true	Event				false
sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_5	false			land_defeat	true	Event				false
sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_6	false			land_defeat	true	Event				false
sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_7	false			land_defeat	true	Event				false
sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_8	false			land_defeat	true	Event				false
sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_9	false			land_defeat	true	Event				false
sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_10	false			land_defeat	true	Event				false
