key	text	tooltip
event_feed_strings_text_description_event_bst_ghorros_warhoof_LL_unlocked	Ghorros Warhoof the Sire of a Thousand Young has offered to join you after the defeat of his previous lord and faction. He is a gnarled, ancient Centigor who is forever fighting, rutting or getting drunk. Good luck, my lord!\\n	true
event_feed_strings_text_title_event_def_kouran_darkhand_LL_unlocked	Kouran Darkhand	true
event_feed_strings_text_description_event_def_kouran_darkhand_LL_unlocked	Captain Kouran Darkhand  of the Black Guard was the longest-serving member of Malekith's personal army before the fall of Malekith and his faction. He has now offered his services to you, my lord.. Do you think it wise to take this man into our service? \\n	true
event_feed_strings_text_title_event_lzd_chakax_LL_unlocked	Chakax	true
event_feed_strings_text_description_event_lzd_chakax_LL_unlocked	Chakax the Eternal Warden was the greatest of the living Saurus Temple-Guards of the city of Xlanhuapec. He has found his way to your service after his duties to protect the City of Mist failed.\\n	true
event_feed_strings_text_title_event_brt_donna_don_domingio_LL_unlocked	Donna Don Domingio	true
event_feed_strings_text_description_event_brt_donna_don_domingio_LL_unlocked	Donna Don Domingio has become available after the defeat of their previous faction. They are now available to you, great lord!\\n	true
event_feed_strings_text_title_event_tmb_ramhotep_LL_unlocked	Ramhotep the Visionary	true
event_feed_strings_text_description_event_tmb_ramhotep_LL_unlocked	Ramhotep the Visionary was perhaps the greatest Necrotect in history. His craftsmanship was second to none, yet it did not stop his faction from falling. This fallen hero has now offered his services to you and you alone, great lord. \\n	true
event_feed_strings_text_title_event_chs_egrimm_van_horstmann_LL_unlocked	Egrimm van Horstmann	true
event_feed_strings_text_description_event_chs_egrimm_van_horstmann_LL_unlocked	Egrimm van Horstmann is the most infamous, and perhaps most dangerous, of the Imperial Colleges’ few known traitors, and he is the White Order’s greatest shame. That did not stop him from falling and being defeated. His faction's defeat has brought him straight to you, my lord.. Use this powerful creature to your advantage!\\n	true
event_feed_strings_text_title_event_skv_feskit_LL_unlocked	Warlord Feskit	true
event_feed_strings_text_description_event_skv_feskit_LL_unlocked	Warlord Feskit was-is the chieftain of Clan Mordkin. With his Clan defeat-killed he has joined you to bring glory-riches to your own Clan! \\n	true
event_feed_strings_text_title_event_chs_aekold_helbrass_LL_unlocked	Aekold Helbrass	false
event_feed_strings_text_description_event_chs_aekold_helbrass_LL_unlocked		false
event_feed_strings_text_title_event_def_tullaris_hero_LL_unlocked	Tullaris Dreadbringer	false
event_feed_strings_text_description_event_def_tullaris_hero_LL_unlocked	With the Scourge of Khaine being defeated, Tullaris Dreadbringer, Legendary Chosen of Khaine, Captain of the Har Ganeth Executioners and one of the most murderous war-leaders in the world wants to join you. For Chaos!	false
event_feed_strings_text_title_event_chs_azubhor_clawhand_LL_unlocked	Azubhor Clawhand	false
event_feed_strings_text_description_event_chs_azubhor_clawhand_LL_unlocked		false
