key	text	tooltip
event_feed_strings_text_description_event_wh_dlc03_bst_malagor_LL_unlocked	Malagor the Dark Omen, known by many titles as Malagor the Crowfather, the Despoiler of the Sacred or the Harbinger of Disaster is a darkly winged figure of nightmares and destruction, revered by the Beastmen but feared above all by the superstitious of Mankind. And now, my lord, he is available to serve under your banners!	true
event_feed_strings_text_title_event_wh_dlc05_bst_morghur_LL_unlocked	Morghur the Shadowgave	true
event_feed_strings_text_description_event_wh_dlc05_bst_morghur_LL_unlocked	Morghur the Shadowgave, Morghur, known in ancient times as the Shadowgave, the Master of Skulls and to the Elves as simply, The Corruptor, is an ancient and wholly unkillable Beastlord that has terrorized the forested woodlands of the Old World for centuries. It is this creature that now offers it’s services to you, oh great Lord! Use him wisely to destroy any who oppose you!	true
event_feed_strings_text_title_event_wh2_dlc13_lzd_nakai_LL_unlocked	Nakai the Wanderer	true
event_feed_strings_text_description_event_wh2_dlc13_lzd_nakai_LL_unlocked	Nakai, the ancient Kroxigor, is a revered creature, regarded by Skink Priests as a powerful jungle-spirit made manifest. He is a mighty protector of the Lizardmen and can appear anywhere during times of need. He has chosen to appear to you, oh mighty Lord, to serve the Old Ones and you alike!	true
event_feed_strings_text_title_event_wh2_dlc13_lzd_gor_rok_LL_unlocked	Gor-Rok	true
event_feed_strings_text_description_event_wh2_dlc13_lzd_gor_rok_LL_unlocked	Gor-Rok, the Great White Lizard, is amongst the greatest and most renowned Saurus in living memory. This great Saurus is now available to serve you in your ventures, oh mighty lord!	true
event_feed_strings_text_title_event_wh2_dlc13_emp_cha_markus_wulfhart_LL_unlocked	Markus Wulfhart	true
event_feed_strings_text_description_event_wh2_dlc13_emp_cha_markus_wulfhart_LL_unlocked	Markus Wulfhart, known by his title as Huntsmarhal, is the Emperor's Captain of Scouts and one of the most successful hunters and monster slayers in the entire Old World. He has pledged his hunting skills to your cause and will bring back the prey that is our enemies. For The Emperor!	true
event_feed_strings_text_title_event_wh2_dlc13_emp_hunter_jorek_grimm_LL_unlocked	Jorek Grimm	true
event_feed_strings_text_description_event_wh2_dlc13_emp_hunter_jorek_grimm_LL_unlocked	Jorek Grimm, also known as Grimm the Great, was responsible for many of the ironclad ship designs that now steam out of Barak Varr. He was expelled for his unorthodox, if ground-breaking, work and forced to endure the embarrassing Trouser Legs Ritual as a final indignation before being finally ousted.He now offers to serve you instead, my lord!	true
event_feed_strings_text_title_event_wh2_dlc13_emp_hunter_rodrik_l_anguille_LL_unlocked	Rodrik L'Anguille	true
event_feed_strings_text_description_event_wh2_dlc13_emp_hunter_rodrik_l_anguille_LL_unlocked	Rodrik of L'Anguille was a Questing Knight and one of the most famous Bretonnians to have ever ventured into the Lustrian jungle. This Questing Knight has now joined you, and his fame will be yours to claim, my lord!	true
event_feed_strings_text_title_event_wh2_dlc13_emp_hunter_doctor_hertwig_van_hal_LL_unlocked	Hertwig Van Hal	true
event_feed_strings_text_description_event_wh2_dlc13_emp_hunter_doctor_hertwig_van_hal_LL_unlocked	Hertwig van Hal, former mild-mannered medical scholar and physician in Altdorf, will from now on join your cause to fulfill his destiny as a van Hal Witch Hunter and dedicate his live to the service of the Church of Sigmar, seeking to atone for the misdeeds of his progenitor Baron Frederick van Hal, extremely powerful and notorious Necromancer with Vlad von Carstein.	true
event_feed_strings_text_title_event_wh2_dlc13_emp_hunter_kalara_of_wydrioth_LL_unlocked	Kalara	true
event_feed_strings_text_description_event_wh2_dlc13_emp_hunter_kalara_of_wydrioth_LL_unlocked	Solemn and sorrowful Waystalker, Kalara possesses a demeanour that belies her furious lethality. As with all Waystalkers, she shuns sedentary society and chooses to constantly prowl her hunting grounds. With the loss of her hunting grounds in lustria she has no choice but to join us.    	true
event_feed_strings_text_title_event_wh2_dlc14_brt_repanse_LL_unlocked	Repanse de Lyonesse	true
event_feed_strings_text_description_event_wh2_dlc14_brt_repanse_LL_unlocked	With her Eternal Errantry War ultimately leading to the destruction of the Chevaliers de Lyonesse, Repanse de Lyonesse, known as champion of the peasantry, bechosen of the Lady and Damoiselle de Guerre, returns home to fight under your command.	true
event_feed_strings_text_title_event_wh2_dlc14_brt_henri_le_massif_LL_unlocked	Henri le Massif	true
event_feed_strings_text_description_event_wh2_dlc14_brt_henri_le_massif_LL_unlocked	Henri le Massif, legendary Paladin of Bretonnia and faithful protector of Repanse de Lyonesse, will always fight as her greatest warrior regardless which faction she may join.	true
event_feed_strings_text_title_event_wh2_dlc14_skv_deathmaster_snikch_LL_unlocked	Deathmaster Snikch	true
event_feed_strings_text_description_event_wh2_dlc14_skv_deathmaster_snikch_LL_unlocked	Deathmaster Snikch, prime agent and Chief Assassin, following the destruction of Clan Eshin, joins your faction on Council orders. Better watch-look your furry back...	true
event_feed_strings_text_title_event_wh2_dlc14_def_malus_darkblade_LL_unlocked	Malus Darkblade	true
event_feed_strings_text_description_event_wh2_dlc14_def_malus_darkblade_LL_unlocked	Malus Darkblade, Tyrant of Hag Graef, no longer bound being a Drachau and warlord after the fall of Hag Graef, will use his control over Tz'arkan, the Drinker of Worlds, his might as a cruel warrior and cunning leader and above all his hatred to haunt your enemies.	true
event_feed_strings_text_title_event_wh2_dlc15_hef_imrik_LL_unlocked	Imrik	true
event_feed_strings_text_description_event_wh2_dlc15_hef_imrik_LL_unlocked	With the Knights of Caledor being defeated, Prince Imrik, ruler of the Kingdom of Caledor and one of the last of the line of Phoenix King Caledor the Conqueror wants to join your cause and fight evil.\\n	true
event_feed_strings_text_title_event_wh2_dlc15_hef_eltharion_LL_unlocked	Eltharion	true
event_feed_strings_text_description_event_wh2_dlc15_hef_eltharion_LL_unlocked	With their old faction defeated, the great Elven lord Eltharion the Grim, Prince of Yvresse and Warden of Tor Yvresse has joined our ranks. Many times has he achieved that which was thought impossible, let us pray he does the same for us! \\n	true
event_feed_strings_text_title_event_wh2_dlc15_grn_grom_the_paunch_LL_unlocked	Grom the Paunch	true
event_feed_strings_text_description_event_wh2_dlc15_grn_grom_the_paunch_LL_unlocked	With the Broken Axe defeated, Grom the Paunch or also known as Grom the Fat of the Misty Mountain has fallen into our service. The largest and most powerful goblin to ever have lived, we must make sure that we use him to the best of our ability! \\n	true
event_feed_strings_text_title_event_wh2_dlc16_skv_throt_the_unclean_LL_unlocked	Throt the Unclean	true
event_feed_strings_text_description_event_wh2_dlc16_skv_throt_the_unclean_LL_unlocked	Throt the Unclean is one of the most twisted and ingenious Master Mutators of Clan Moulder and has exploited that success to position himself as one of the nine Lords of Hell Pit. Now that Clan Moulder has been defeated, Throat himself has come to offer himself to your service in a bid to continue his twisted experiments and mutations.\\n	true
event_feed_strings_text_title_event_wh2_dlc16_skv_ghoritch_LL_unlocked	Ghoritch	true
event_feed_strings_text_description_event_wh2_dlc16_skv_ghoritch_LL_unlocked	Ghoritch, Castellan of Hell Pit is Throt's greatest success in the field of translocation of the brain, a hulking Rat Ogre with the mind of a Human… And you now have the opportunity to use this horror for yourself, for it has come to offer its services to you.\\n	true
event_feed_strings_text_title_event_wh2_dlc16_wef_drycha_LL_unlocked	Drycha	true
event_feed_strings_text_description_event_wh2_dlc16_wef_drycha_LL_unlocked	With the Wargrove of Woe being defeated, the Legendary Briarmaven of Woe, Drycha has offered its services to you. This powerful spirit of Athel Loren will bring wrath upon those who attacked the forest realm!\\n	true
event_feed_strings_text_title_event_wh2_dlc16_wef_coeddil_LL_unlocked	Coeddil	true
event_feed_strings_text_description_event_wh2_dlc16_wef_coeddil_LL_unlocked	Coeddil is one of the three Treeman Elders remaining within the realms of Athel Loren. It was Coeddil who, at the Battle of Anguish, scattered Morghur the Corruptor’s forces and seized the beast himself. His distrust for the Wood Elves is well known, yet he too knows that he must aid others if he wishes to stop corruption from taking over Athel Loren. It is for this reason he has come to your aid.\\n	true
event_feed_strings_text_title_event_wh2_dlc16_wef_ariel_LL_unlocked	Ariel	true
event_feed_strings_text_description_event_wh2_dlc16_wef_ariel_LL_unlocked	Ariel is the Queen of Athel Loren and presides over the realm together with Orion. Ariel is one of the most powerful wizards in all of the world. She is a demi-goddess and the avatar of Isha, the ancient Elven goddess of nature. With her being pushed from her home, she has offered her services to you in a bid to retake Athel Loren before corruption can take hold. She will do everything in her power to succeed in her mission.\\n	true
event_feed_strings_text_title_event_wh2_dlc16_wef_sisters_of_twilight_LL_unlocked	Sisters of Twilight	true
event_feed_strings_text_description_event_wh2_dlc16_wef_sisters_of_twilight_LL_unlocked	Naestra & Arahan, the Sisters of Twilight, are legendary heroes of Athel Loren, and, much like Teclis and Tyrion of Ulthuan, are Elven twins of unusual circumstance. These sisters are a deadly pair and have offered their services to you.\\n	true
event_feed_strings_text_title_event_wh2_twa03_def_rakarth_LL_unlocked	Rakarth	true
event_feed_strings_text_description_event_wh2_twa03_def_rakarth_LL_unlocked	The Dark Elves have always made great use of enslaved monsters, both for their fleets and for their land armies, but although there have been many famous Beastmasters in the past, none have approached Rakarth's consummate skill or expertise. Rakarth, also known as The Thousand Maws will be bringing us to future glory when he commands beasts at his side in a bid to destroy our enemies, for his former master is gone, and he now serves us.\\n	true
event_feed_strings_text_title_event_wh2_dlc17_lzd_oxyotl_LL_unlocked	Oxyotl	true
event_feed_strings_text_description_event_wh2_dlc17_lzd_oxyotl_LL_unlocked	With the Ghosts of Pahuax being defeated, Oxyotl, known as "He That Hunts Unseen", The Legendary and much-feared Chameleon Skink who was at one time, the last and greatest Chameleon Hunter within the jungle-continent of Lustria, an ancient being who was alive when Chaos first came to this very world has offered to continue the fight, offering you his services.	true
event_feed_strings_text_title_event_wh2_dlc17_dwf_thorek_LL_unlocked	Thorek Ironbrow	true
event_feed_strings_text_description_event_wh2_dlc17_dwf_thorek_LL_unlocked	With Ironbrow's Expedition being defeated, Legendary Thorek Ironbrow, Master Runelord of Karak Azul has joined his fellow Dwarfs. Whether it's to seek ancient artifacts of the past or to help reform the Dwarf Empire is unknown.	true
event_feed_strings_text_title_event_wh3_main_ksl_katarin_LL_unlocked	Tzarina Katarin	true
event_feed_strings_text_description_event_wh3_main_ksl_katarin_LL_unlocked		true
event_feed_strings_text_title_event_wh3_main_ksl_boris_LL_unlocked	Boris Ursus	true
event_feed_strings_text_description_event_wh3_main_ksl_boris_LL_unlocked		true
event_feed_strings_text_title_event_wh3_main_ksl_kostaltyn_LL_unlocked	Kostaltyn	true
event_feed_strings_text_description_event_wh3_main_ksl_kostaltyn_LL_unlocked		true
event_feed_strings_text_title_event_wh3_main_cth_miao_ying_LL_unlocked	Miao Ying, the Storm Dragon	true
event_feed_strings_text_description_event_wh3_main_cth_miao_ying_LL_unlocked		true
event_feed_strings_text_title_event_wh3_main_cth_zhao_ming_LL_unlocked	Zhao Ming, the Iron Dragon	true
event_feed_strings_text_description_event_wh3_main_cth_zhao_ming_LL_unlocked		true
